-	ENSFCAG00000048832	ENSFCAT00000085922	ENSFCAT00000085922.1
-	ENSFCAG00000051302	ENSFCAT00000079575	ENSFCAT00000079575.1
-	ENSFCAG00000038414	ENSFCAT00000041574	ENSFCAT00000041574.3
-	ENSFCAG00000052647	ENSFCAT00000076357	ENSFCAT00000076357.1
-	ENSFCAG00000023772	ENSFCAT00000025824	ENSFCAT00000025824.4
-	ENSFCAG00000047006	ENSFCAT00000083589	ENSFCAT00000083589.1
-	ENSFCAG00000052970	ENSFCAT00000086773	ENSFCAT00000086773.1
-	ENSFCAG00000048353	ENSFCAT00000068354	ENSFCAT00000068354.1
GCC1	ENSFCAG00000005480	ENSFCAT00000005482	ENSFCAT00000005482.4
HCCS	ENSFCAG00000022393	ENSFCAT00000028786	ENSFCAT00000028786.4
-	ENSFCAG00000042265	ENSFCAT00000080405	ENSFCAT00000080405.1
-	ENSFCAG00000045774	ENSFCAT00000061845	ENSFCAT00000061845.2
PDCL	ENSFCAG00000026121	ENSFCAT00000065082	ENSFCAT00000065082.2
-	ENSFCAG00000047622	ENSFCAT00000085005	ENSFCAT00000085005.1
-	ENSFCAG00000029535	ENSFCAT00000030394	ENSFCAT00000030394.4
U6	ENSFCAG00000034359	ENSFCAT00000036762	ENSFCAT00000036762.2
-	ENSFCAG00000049712	ENSFCAT00000069799	ENSFCAT00000069799.1
U6	ENSFCAG00000044451	ENSFCAT00000053939	ENSFCAT00000053939.1
U6	ENSFCAG00000037535	ENSFCAT00000037539	ENSFCAT00000037539.3
U12	ENSFCAG00000034188	ENSFCAT00000044875	ENSFCAT00000044875.2
SCTR	ENSFCAG00000004432	ENSFCAT00000071329	ENSFCAT00000071329.1
-	ENSFCAG00000053189	ENSFCAT00000067304	ENSFCAT00000067304.1
-	ENSFCAG00000049793	ENSFCAT00000077987	ENSFCAT00000077987.1
U6	ENSFCAG00000046425	ENSFCAT00000059011	ENSFCAT00000059011.1
-	ENSFCAG00000052801	ENSFCAT00000086223	ENSFCAT00000086223.1
-	ENSFCAG00000046900	ENSFCAT00000067625	ENSFCAT00000067625.1
P4HA1	ENSFCAG00000018673	ENSFCAT00000045088	ENSFCAT00000045088.3
BDNF	ENSFCAG00000043571	ENSFCAT00000052173	ENSFCAT00000052173.2
-	ENSFCAG00000036958	ENSFCAT00000047230	ENSFCAT00000047230.2
-	ENSFCAG00000038080	ENSFCAT00000058597	ENSFCAT00000058597.2
H1-3	ENSFCAG00000006768	ENSFCAT00000006770	ENSFCAT00000006770.4
CASP9	ENSFCAG00000026776	ENSFCAT00000028244	ENSFCAT00000028244.4
-	ENSFCAG00000047448	ENSFCAT00000084855	ENSFCAT00000084855.1
-	ENSFCAG00000052515	ENSFCAT00000080996	ENSFCAT00000080996.1
-	ENSFCAG00000047695	ENSFCAT00000068559	ENSFCAT00000068559.1
-	ENSFCAG00000030510	ENSFCAT00000026986	ENSFCAT00000026986.3
NLGN1	ENSFCAG00000008779	ENSFCAT00000008780	ENSFCAT00000008780.6
RXRA	ENSFCAG00000002431	ENSFCAT00000062627	ENSFCAT00000062627.2
ARF5	ENSFCAG00000005482	ENSFCAT00000076343	ENSFCAT00000076343.1
-	ENSFCAG00000048933	ENSFCAT00000078604	ENSFCAT00000078604.1
-	ENSFCAG00000052841	ENSFCAT00000075312	ENSFCAT00000075312.1
SP2	ENSFCAG00000009365	ENSFCAT00000066297	ENSFCAT00000066297.2
RC3H2	ENSFCAG00000007375	ENSFCAT00000057527	ENSFCAT00000057527.2
-	ENSFCAG00000052149	ENSFCAT00000084251	ENSFCAT00000084251.1
YJU2	ENSFCAG00000014150	ENSFCAT00000014153	ENSFCAT00000014153.6
TNPO2	ENSFCAG00000000467	ENSFCAT00000000467	ENSFCAT00000000467.5
-	ENSFCAG00000050263	ENSFCAT00000082932	ENSFCAT00000082932.1
-	ENSFCAG00000044720	ENSFCAT00000053271	ENSFCAT00000053271.2
-	ENSFCAG00000052204	ENSFCAT00000080418	ENSFCAT00000080418.1
-	ENSFCAG00000050281	ENSFCAT00000082568	ENSFCAT00000082568.1
-	ENSFCAG00000047525	ENSFCAT00000075676	ENSFCAT00000075676.1
U1	ENSFCAG00000032670	ENSFCAT00000048123	ENSFCAT00000048123.2
DALRD3	ENSFCAG00000009842	ENSFCAT00000080980	ENSFCAT00000080980.1
SDCBP2	ENSFCAG00000022994	ENSFCAT00000037665	ENSFCAT00000037665.3
DNAJC16	ENSFCAG00000011582	ENSFCAT00000060653	ENSFCAT00000060653.1
ARHGAP6	ENSFCAG00000002122	ENSFCAT00000065287	ENSFCAT00000065287.2
-	ENSFCAG00000051184	ENSFCAT00000083216	ENSFCAT00000083216.1
AP5M1	ENSFCAG00000002046	ENSFCAT00000080842	ENSFCAT00000080842.1
COL4A6	ENSFCAG00000005189	ENSFCAT00000052979	ENSFCAT00000052979.2
EFNA5	ENSFCAG00000037704	ENSFCAT00000062407	ENSFCAT00000062407.2
PRSS36	ENSFCAG00000002607	ENSFCAT00000058518	ENSFCAT00000058518.2
PPFIBP2	ENSFCAG00000019083	ENSFCAT00000076764	ENSFCAT00000076764.1
TMEM37	ENSFCAG00000012415	ENSFCAT00000012419	ENSFCAT00000012419.5
-	ENSFCAG00000038163	ENSFCAT00000043353	ENSFCAT00000043353.3
AMELX	ENSFCAG00000023640	ENSFCAT00000053505	ENSFCAT00000053505.2
STXBP5	ENSFCAG00000009788	ENSFCAT00000046946	ENSFCAT00000046946.3
-	ENSFCAG00000043388	ENSFCAT00000033842	ENSFCAT00000033842.3
LSM5	ENSFCAG00000000230	ENSFCAT00000078073	ENSFCAT00000078073.1
-	ENSFCAG00000047597	ENSFCAT00000067638	ENSFCAT00000067638.1
TAGAP	ENSFCAG00000014702	ENSFCAT00000014706	ENSFCAT00000014706.5
ADGRB2	ENSFCAG00000015677	ENSFCAT00000058362	ENSFCAT00000058362.1
-	ENSFCAG00000053106	ENSFCAT00000075415	ENSFCAT00000075415.1
-	ENSFCAG00000049140	ENSFCAT00000071660	ENSFCAT00000071660.1
ENO1	ENSFCAG00000010097	ENSFCAT00000035978	ENSFCAT00000035978.3
-	ENSFCAG00000050402	ENSFCAT00000084036	ENSFCAT00000084036.1
-	ENSFCAG00000051984	ENSFCAT00000081726	ENSFCAT00000081726.1
-	ENSFCAG00000051708	ENSFCAT00000073310	ENSFCAT00000073310.1
-	ENSFCAG00000045886	ENSFCAT00000085149	ENSFCAT00000085149.1
-	ENSFCAG00000042671	ENSFCAT00000058259	ENSFCAT00000058259.1
GNPDA1	ENSFCAG00000009404	ENSFCAT00000068185	ENSFCAT00000068185.1
-	ENSFCAG00000053827	ENSFCAT00000074082	ENSFCAT00000074082.1
PCP4L1	ENSFCAG00000041828	ENSFCAT00000053043	ENSFCAT00000053043.2
SNORA70	ENSFCAG00000039196	ENSFCAT00000041303	ENSFCAT00000041303.2
-	ENSFCAG00000052241	ENSFCAT00000079320	ENSFCAT00000079320.1
SHD	ENSFCAG00000014152	ENSFCAT00000054354	ENSFCAT00000054354.2
-	ENSFCAG00000052972	ENSFCAT00000076006	ENSFCAT00000076006.1
TSPAN10	ENSFCAG00000012921	ENSFCAT00000012925	ENSFCAT00000012925.5
TAF11	ENSFCAG00000022931	ENSFCAT00000031444	ENSFCAT00000031444.4
-	ENSFCAG00000050929	ENSFCAT00000069212	ENSFCAT00000069212.1
-	ENSFCAG00000033345	ENSFCAT00000033495	ENSFCAT00000033495.2
-	ENSFCAG00000052591	ENSFCAT00000083587	ENSFCAT00000083587.1
WDR5	ENSFCAG00000005712	ENSFCAT00000005714	ENSFCAT00000005714.6
SRSF2	ENSFCAG00000043466	ENSFCAT00000057145	ENSFCAT00000057145.2
-	ENSFCAG00000024917	ENSFCAT00000026738	ENSFCAT00000026738.4
FNDC1	ENSFCAG00000022317	ENSFCAT00000029206	ENSFCAT00000029206.4
SF3B1	ENSFCAG00000005038	ENSFCAT00000049013	ENSFCAT00000049013.3
PDE6G	ENSFCAG00000012923	ENSFCAT00000012926	ENSFCAT00000012926.5
U6	ENSFCAG00000038023	ENSFCAT00000040806	ENSFCAT00000040806.2
-	ENSFCAG00000039447	ENSFCAT00000036473	ENSFCAT00000036473.2
FAM91A1	ENSFCAG00000010472	ENSFCAT00000010475	ENSFCAT00000010475.6
U1	ENSFCAG00000040292	ENSFCAT00000035895	ENSFCAT00000035895.2
-	ENSFCAG00000039666	ENSFCAT00000046909	ENSFCAT00000046909.3
-	ENSFCAG00000043148	ENSFCAT00000054655	ENSFCAT00000054655.2
KIF18A	ENSFCAG00000010217	ENSFCAT00000028835	ENSFCAT00000028835.4
YBX1	ENSFCAG00000022604	ENSFCAT00000064381	ENSFCAT00000064381.1
-	ENSFCAG00000051640	ENSFCAT00000085813	ENSFCAT00000085813.1
CLUH	ENSFCAG00000007848	ENSFCAT00000084912	ENSFCAT00000084912.1
-	ENSFCAG00000047617	ENSFCAT00000077004	ENSFCAT00000077004.1
-	ENSFCAG00000048490	ENSFCAT00000083634	ENSFCAT00000083634.1
-	ENSFCAG00000052020	ENSFCAT00000075249	ENSFCAT00000075249.1
FGF14	ENSFCAG00000033716	ENSFCAT00000044564	ENSFCAT00000044564.3
-	ENSFCAG00000048216	ENSFCAT00000022548	ENSFCAT00000022548.4
-	ENSFCAG00000047978	ENSFCAT00000081379	ENSFCAT00000081379.1
-	ENSFCAG00000038406	ENSFCAT00000040393	ENSFCAT00000040393.3
BRD3	ENSFCAG00000005710	ENSFCAT00000050515	ENSFCAT00000050515.2
PLAAT2	ENSFCAG00000036450	ENSFCAT00000039438	ENSFCAT00000039438.3
-	ENSFCAG00000043943	ENSFCAT00000051048	ENSFCAT00000051048.1
-	ENSFCAG00000051433	ENSFCAT00000080699	ENSFCAT00000080699.1
-	ENSFCAG00000052048	ENSFCAT00000084210	ENSFCAT00000084210.1
-	ENSFCAG00000052319	ENSFCAT00000081125	ENSFCAT00000081125.1
MFSD11	ENSFCAG00000004238	ENSFCAT00000004239	ENSFCAT00000004239.6
SOD2	ENSFCAG00000002843	ENSFCAT00000038131	ENSFCAT00000038131.3
-	ENSFCAG00000046957	ENSFCAT00000033875	ENSFCAT00000033875.3
AVL9	ENSFCAG00000007667	ENSFCAT00000007671	ENSFCAT00000007671.6
-	ENSFCAG00000053513	ENSFCAT00000085071	ENSFCAT00000085071.1
-	ENSFCAG00000051095	ENSFCAT00000083325	ENSFCAT00000083325.1
H2AC7	ENSFCAG00000041358	ENSFCAT00000055302	ENSFCAT00000055302.1
OXLD1	ENSFCAG00000043955	ENSFCAT00000058606	ENSFCAT00000058606.2
SPINT2	ENSFCAG00000026071	ENSFCAT00000025853	ENSFCAT00000025853.4
-	ENSFCAG00000033210	ENSFCAT00000040228	ENSFCAT00000040228.2
-	ENSFCAG00000048804	ENSFCAT00000085516	ENSFCAT00000085516.1
-	ENSFCAG00000044044	ENSFCAT00000053076	ENSFCAT00000053076.1
ZBTB6	ENSFCAG00000039122	ENSFCAT00000045057	ENSFCAT00000045057.2
CYB5R2	ENSFCAG00000006443	ENSFCAT00000006445	ENSFCAT00000006445.5
-	ENSFCAG00000052678	ENSFCAT00000068276	ENSFCAT00000068276.1
-	ENSFCAG00000043882	ENSFCAT00000058734	ENSFCAT00000058734.2
-	ENSFCAG00000025841	ENSFCAT00000029002	ENSFCAT00000029002.4
CCDC137	ENSFCAG00000012925	ENSFCAT00000012929	ENSFCAT00000012929.5
-	ENSFCAG00000022385	ENSFCAT00000026079	ENSFCAT00000026079.4
-	ENSFCAG00000046199	ENSFCAT00000055511	ENSFCAT00000055511.1
GTF2H4	ENSFCAG00000018423	ENSFCAT00000019359	ENSFCAT00000019359.5
ZBTB26	ENSFCAG00000044625	ENSFCAT00000076725	ENSFCAT00000076725.1
-	ENSFCAG00000042117	ENSFCAT00000053921	ENSFCAT00000053921.2
PTAFR	ENSFCAG00000012031	ENSFCAT00000012034	ENSFCAT00000012034.4
-	ENSFCAG00000052190	ENSFCAT00000071601	ENSFCAT00000071601.1
PA2G4	ENSFCAG00000014860	ENSFCAT00000014864	ENSFCAT00000014864.6
-	ENSFCAG00000053613	ENSFCAT00000071542	ENSFCAT00000071542.1
FBXL17	ENSFCAG00000046291	ENSFCAT00000055925	ENSFCAT00000055925.2
H2BC5	ENSFCAG00000052405	ENSFCAT00000072680	ENSFCAT00000072680.1
-	ENSFCAG00000007081	ENSFCAT00000007084	ENSFCAT00000007084.6
ECD	ENSFCAG00000008497	ENSFCAT00000079903	ENSFCAT00000079903.1
ARL16	ENSFCAG00000018816	ENSFCAT00000018542	ENSFCAT00000018542.5
OVCH2	ENSFCAG00000002251	ENSFCAT00000002251	ENSFCAT00000002251.5
-	ENSFCAG00000043168	ENSFCAT00000081261	ENSFCAT00000081261.1
U2	ENSFCAG00000037572	ENSFCAT00000037698	ENSFCAT00000037698.2
H1-4	ENSFCAG00000051764	ENSFCAT00000085461	ENSFCAT00000085461.1
CYP3A132	ENSFCAG00000040455	ENSFCAT00000075995	ENSFCAT00000075995.1
H2AC6	ENSFCAG00000053015	ENSFCAT00000028666	ENSFCAT00000028666.4
-	ENSFCAG00000050276	ENSFCAT00000069798	ENSFCAT00000069798.1
-	ENSFCAG00000053465	ENSFCAT00000085476	ENSFCAT00000085476.1
-	ENSFCAG00000050513	ENSFCAT00000081964	ENSFCAT00000081964.1
U2	ENSFCAG00000039119	ENSFCAT00000046552	ENSFCAT00000046552.3
-	ENSFCAG00000051780	ENSFCAT00000080102	ENSFCAT00000080102.1
-	ENSFCAG00000052145	ENSFCAT00000082557	ENSFCAT00000082557.1
VARS2	ENSFCAG00000010531	ENSFCAT00000010534	ENSFCAT00000010534.6
-	ENSFCAG00000045523	ENSFCAT00000061379	ENSFCAT00000061379.1
-	ENSFCAG00000041319	ENSFCAT00000063946	ENSFCAT00000063946.2
CA6	ENSFCAG00000008238	ENSFCAT00000051687	ENSFCAT00000051687.2
ENO4	ENSFCAG00000001518	ENSFCAT00000047294	ENSFCAT00000047294.3
-	ENSFCAG00000045500	ENSFCAT00000053611	ENSFCAT00000053611.2
-	ENSFCAG00000050183	ENSFCAT00000077354	ENSFCAT00000077354.1
RDH12	ENSFCAG00000014092	ENSFCAT00000074513	ENSFCAT00000074513.1
-	ENSFCAG00000046032	ENSFCAT00000080512	ENSFCAT00000080512.1
-	ENSFCAG00000044829	ENSFCAT00000047994	ENSFCAT00000047994.2
-	ENSFCAG00000030523	ENSFCAT00000032056	ENSFCAT00000032056.3
HSPD1	ENSFCAG00000025949	ENSFCAT00000025168	ENSFCAT00000025168.4
-	ENSFCAG00000052893	ENSFCAT00000075596	ENSFCAT00000075596.1
H1-6	ENSFCAG00000005970	ENSFCAT00000005972	ENSFCAT00000005972.3
U4	ENSFCAG00000038359	ENSFCAT00000045963	ENSFCAT00000045963.2
Y_RNA	ENSFCAG00000032613	ENSFCAT00000047959	ENSFCAT00000047959.2
-	ENSFCAG00000016540	ENSFCAT00000016544	ENSFCAT00000016544.3
-	ENSFCAG00000051291	ENSFCAT00000083473	ENSFCAT00000083473.1
-	ENSFCAG00000051202	ENSFCAT00000084081	ENSFCAT00000084081.1
WTAP	ENSFCAG00000002844	ENSFCAT00000002844	ENSFCAT00000002844.6
-	ENSFCAG00000051011	ENSFCAT00000069871	ENSFCAT00000069871.1
SP3	ENSFCAG00000030033	ENSFCAT00000025272	ENSFCAT00000025272.4
-	ENSFCAG00000053116	ENSFCAT00000067621	ENSFCAT00000067621.1
HGS	ENSFCAG00000012926	ENSFCAT00000012933	ENSFCAT00000012933.6
-	ENSFCAG00000027367	ENSFCAT00000025050	ENSFCAT00000025050.4
HSPE1	ENSFCAG00000014455	ENSFCAT00000058623	ENSFCAT00000058623.2
-	ENSFCAG00000037379	ENSFCAT00000050043	ENSFCAT00000050043.3
FAM166A	ENSFCAG00000010270	ENSFCAT00000010272	ENSFCAT00000010272.5
NDUFAF3	ENSFCAG00000009843	ENSFCAT00000009845	ENSFCAT00000009845.5
U2	ENSFCAG00000035059	ENSFCAT00000033983	ENSFCAT00000033983.2
HFE	ENSFCAG00000005968	ENSFCAT00000005969	ENSFCAT00000005969.5
SELP	ENSFCAG00000008148	ENSFCAT00000073799	ENSFCAT00000073799.1
-	ENSFCAG00000018462	ENSFCAT00000018391	ENSFCAT00000018391.5
-	ENSFCAG00000049060	ENSFCAT00000077623	ENSFCAT00000077623.1
NUDT13	ENSFCAG00000008496	ENSFCAT00000056007	ENSFCAT00000056007.2
-	ENSFCAG00000044552	ENSFCAT00000062767	ENSFCAT00000062767.2
MRPL12	ENSFCAG00000047843	ENSFCAT00000012938	ENSFCAT00000012938.6
-	ENSFCAG00000047219	ENSFCAT00000076019	ENSFCAT00000076019.1
SLC2A10	ENSFCAG00000011347	ENSFCAT00000011350	ENSFCAT00000011350.6
-	ENSFCAG00000049400	ENSFCAT00000083845	ENSFCAT00000083845.1
-	ENSFCAG00000051405	ENSFCAT00000070177	ENSFCAT00000070177.1
-	ENSFCAG00000053054	ENSFCAT00000075052	ENSFCAT00000075052.1
CD19	ENSFCAG00000003107	ENSFCAT00000003107	ENSFCAT00000003107.5
-	ENSFCAG00000051772	ENSFCAT00000072324	ENSFCAT00000072324.1
-	ENSFCAG00000047627	ENSFCAT00000055738	ENSFCAT00000055738.2
-	ENSFCAG00000049486	ENSFCAT00000086072	ENSFCAT00000086072.1
FSD1	ENSFCAG00000014156	ENSFCAT00000074186	ENSFCAT00000074186.1
-	ENSFCAG00000036143	ENSFCAT00000046035	ENSFCAT00000046035.2
ARL13B	ENSFCAG00000025839	ENSFCAT00000024486	ENSFCAT00000024486.4
U6	ENSFCAG00000032867	ENSFCAT00000037012	ENSFCAT00000037012.2
-	ENSFCAG00000049930	ENSFCAT00000072639	ENSFCAT00000072639.1
ACAT2	ENSFCAG00000002845	ENSFCAT00000075231	ENSFCAT00000075231.1
TP53RK	ENSFCAG00000040607	ENSFCAT00000059980	ENSFCAT00000059980.2
SLC25A10	ENSFCAG00000012935	ENSFCAT00000054943	ENSFCAT00000054943.2
-	ENSFCAG00000011802	ENSFCAT00000011805	ENSFCAT00000011805.4
CYSRT1	ENSFCAG00000010266	ENSFCAT00000010268	ENSFCAT00000010268.5
-	ENSFCAG00000036661	ENSFCAT00000037939	ENSFCAT00000037939.3
NFATC2IP	ENSFCAG00000004400	ENSFCAT00000056261	ENSFCAT00000056261.2
CCDC89	ENSFCAG00000000408	ENSFCAT00000000407	ENSFCAT00000000407.4
-	ENSFCAG00000044088	ENSFCAT00000051303	ENSFCAT00000051303.2
U2	ENSFCAG00000052598	ENSFCAT00000072266	ENSFCAT00000072266.1
-	ENSFCAG00000022016	ENSFCAT00000028005	ENSFCAT00000028005.4
U6	ENSFCAG00000043658	ENSFCAT00000065976	ENSFCAT00000065976.1
U6	ENSFCAG00000034895	ENSFCAT00000042689	ENSFCAT00000042689.3
CREBZF	ENSFCAG00000042678	ENSFCAT00000058294	ENSFCAT00000058294.2
IDNK	ENSFCAG00000000492	ENSFCAT00000077825	ENSFCAT00000077825.1
SLC34A3	ENSFCAG00000022972	ENSFCAT00000028547	ENSFCAT00000028547.4
SFTA2	ENSFCAG00000039231	ENSFCAT00000042069	ENSFCAT00000042069.3
-	ENSFCAG00000033903	ENSFCAT00000036659	ENSFCAT00000036659.3
-	ENSFCAG00000050959	ENSFCAT00000074352	ENSFCAT00000074352.1
IMPDH2	ENSFCAG00000009844	ENSFCAT00000009846	ENSFCAT00000009846.6
U6	ENSFCAG00000035908	ENSFCAT00000047037	ENSFCAT00000047037.3
U2	ENSFCAG00000052288	ENSFCAT00000077979	ENSFCAT00000077979.1
RPL41	ENSFCAG00000041907	ENSFCAT00000053431	ENSFCAT00000053431.1
-	ENSFCAG00000043761	ENSFCAT00000067037	ENSFCAT00000067037.2
STAP2	ENSFCAG00000021949	ENSFCAT00000027256	ENSFCAT00000027256.4
SP9	ENSFCAG00000044908	ENSFCAT00000062902	ENSFCAT00000062902.2
U6	ENSFCAG00000034507	ENSFCAT00000044476	ENSFCAT00000044476.2
STX19	ENSFCAG00000027218	ENSFCAT00000029924	ENSFCAT00000029924.3
-	ENSFCAG00000044456	ENSFCAT00000053143	ENSFCAT00000053143.2
RNF224	ENSFCAG00000042344	ENSFCAT00000052621	ENSFCAT00000052621.1
SLC66A3	ENSFCAG00000014335	ENSFCAT00000014338	ENSFCAT00000014338.4
HUS1	ENSFCAG00000045957	ENSFCAT00000065874	ENSFCAT00000065874.2
ZC3H10	ENSFCAG00000049629	ENSFCAT00000070149	ENSFCAT00000070149.1
LAT	ENSFCAG00000018238	ENSFCAT00000018321	ENSFCAT00000018321.5
TUBB4B	ENSFCAG00000006465	ENSFCAT00000003799	ENSFCAT00000003799.4
GCGR	ENSFCAG00000016364	ENSFCAT00000016368	ENSFCAT00000016368.6
MCRIP1	ENSFCAG00000029556	ENSFCAT00000057769	ENSFCAT00000057769.2
-	ENSFCAG00000048197	ENSFCAT00000070703	ENSFCAT00000070703.1
GKAP1	ENSFCAG00000031248	ENSFCAT00000022793	ENSFCAT00000022793.4
MPND	ENSFCAG00000019038	ENSFCAT00000023073	ENSFCAT00000023073.4
BCLAF3	ENSFCAG00000003909	ENSFCAT00000082921	ENSFCAT00000082921.1
SNIP1	ENSFCAG00000008758	ENSFCAT00000008760	ENSFCAT00000008760.5
KIF27	ENSFCAG00000013331	ENSFCAT00000047654	ENSFCAT00000047654.3
-	ENSFCAG00000035937	ENSFCAT00000039895	ENSFCAT00000039895.2
-	ENSFCAG00000053375	ENSFCAT00000083883	ENSFCAT00000083883.1
-	ENSFCAG00000049969	ENSFCAT00000067504	ENSFCAT00000067504.1
-	ENSFCAG00000052830	ENSFCAT00000084593	ENSFCAT00000084593.1
-	ENSFCAG00000052687	ENSFCAT00000078539	ENSFCAT00000078539.1
-	ENSFCAG00000048531	ENSFCAT00000078389	ENSFCAT00000078389.1
-	ENSFCAG00000007832	ENSFCAT00000007834	ENSFCAT00000007834.5
-	ENSFCAG00000038501	ENSFCAT00000045730	ENSFCAT00000045730.2
DNALI1	ENSFCAG00000008759	ENSFCAT00000008761	ENSFCAT00000008761.5
CD4H9orf64	ENSFCAG00000035394	ENSFCAT00000049595	ENSFCAT00000049595.3
MCAM	ENSFCAG00000000977	ENSFCAT00000000977	ENSFCAT00000000977.6
MAP7D2	ENSFCAG00000010791	ENSFCAT00000032749	ENSFCAT00000032749.3
VAC14	ENSFCAG00000005383	ENSFCAT00000005384	ENSFCAT00000005384.6
-	ENSFCAG00000030039	ENSFCAT00000023394	ENSFCAT00000023394.4
-	ENSFCAG00000048083	ENSFCAT00000083239	ENSFCAT00000083239.1
SBK1	ENSFCAG00000041165	ENSFCAT00000063493	ENSFCAT00000063493.2
-	ENSFCAG00000051907	ENSFCAT00000067559	ENSFCAT00000067559.1
NLRP6	ENSFCAG00000024094	ENSFCAT00000031436	ENSFCAT00000031436.4
HNRNPK	ENSFCAG00000014862	ENSFCAT00000014866	ENSFCAT00000014866.6
U2	ENSFCAG00000053541	ENSFCAT00000080138	ENSFCAT00000080138.1
-	ENSFCAG00000052376	ENSFCAT00000079175	ENSFCAT00000079175.1
U6	ENSFCAG00000033342	ENSFCAT00000043710	ENSFCAT00000043710.2
-	ENSFCAG00000051972	ENSFCAT00000080086	ENSFCAT00000080086.1
-	ENSFCAG00000049046	ENSFCAT00000073824	ENSFCAT00000073824.1
-	ENSFCAG00000050734	ENSFCAT00000068307	ENSFCAT00000068307.1
-	ENSFCAG00000046152	ENSFCAT00000062235	ENSFCAT00000062235.2
-	ENSFCAG00000051235	ENSFCAT00000084610	ENSFCAT00000084610.1
-	ENSFCAG00000048280	ENSFCAT00000074914	ENSFCAT00000074914.1
-	ENSFCAG00000024169	ENSFCAT00000031661	ENSFCAT00000031661.3
SHTN1	ENSFCAG00000023428	ENSFCAT00000028861	ENSFCAT00000028861.4
MTSS2	ENSFCAG00000030321	ENSFCAT00000024617	ENSFCAT00000024617.4
U6	ENSFCAG00000053713	ENSFCAT00000085258	ENSFCAT00000085258.1
PGGHG	ENSFCAG00000013887	ENSFCAT00000080839	ENSFCAT00000080839.1
HPS3	ENSFCAG00000003222	ENSFCAT00000068302	ENSFCAT00000068302.1
-	ENSFCAG00000049782	ENSFCAT00000080398	ENSFCAT00000080398.1
IFITM5	ENSFCAG00000029226	ENSFCAT00000029848	ENSFCAT00000029848.4
-	ENSFCAG00000034919	ENSFCAT00000049460	ENSFCAT00000049460.2
TRIR	ENSFCAG00000032147	ENSFCAT00000048097	ENSFCAT00000048097.3
-	ENSFCAG00000030612	ENSFCAT00000036438	ENSFCAT00000036438.3
EIF1AX	ENSFCAG00000035249	ENSFCAT00000065800	ENSFCAT00000065800.2
IL34	ENSFCAG00000028376	ENSFCAT00000028268	ENSFCAT00000028268.4
-	ENSFCAG00000047973	ENSFCAT00000068613	ENSFCAT00000068613.1
-	ENSFCAG00000030029	ENSFCAT00000048545	ENSFCAT00000048545.3
H1-2	ENSFCAG00000003805	ENSFCAT00000003806	ENSFCAT00000003806.4
GET3	ENSFCAG00000000468	ENSFCAT00000000468	ENSFCAT00000000468.6
-	ENSFCAG00000041652	ENSFCAT00000063406	ENSFCAT00000063406.1
SF3B3	ENSFCAG00000009487	ENSFCAT00000009489	ENSFCAT00000009489.5
-	ENSFCAG00000043084	ENSFCAT00000038667	ENSFCAT00000038667.2
-	ENSFCAG00000043496	ENSFCAT00000081769	ENSFCAT00000081769.1
H2BC3	ENSFCAG00000043798	ENSFCAT00000062423	ENSFCAT00000062423.1
PPP1R27	ENSFCAG00000026641	ENSFCAT00000024333	ENSFCAT00000024333.4
-	ENSFCAG00000049386	ENSFCAT00000078288	ENSFCAT00000078288.1
-	ENSFCAG00000024242	ENSFCAT00000042645	ENSFCAT00000042645.3
-	ENSFCAG00000039373	ENSFCAT00000036015	ENSFCAT00000036015.3
-	ENSFCAG00000023135	ENSFCAT00000046678	ENSFCAT00000046678.2
-	ENSFCAG00000052993	ENSFCAT00000041896	ENSFCAT00000041896.3
-	ENSFCAG00000036994	ENSFCAT00000034027	ENSFCAT00000034027.2
-	ENSFCAG00000050091	ENSFCAT00000083621	ENSFCAT00000083621.1
U3	ENSFCAG00000053684	ENSFCAT00000076291	ENSFCAT00000076291.1
TRIM4	ENSFCAG00000025749	ENSFCAT00000023349	ENSFCAT00000023349.4
-	ENSFCAG00000042793	ENSFCAT00000058544	ENSFCAT00000058544.1
B4GALNT4	ENSFCAG00000007580	ENSFCAT00000073927	ENSFCAT00000073927.1
-	ENSFCAG00000049266	ENSFCAT00000075485	ENSFCAT00000075485.1
-	ENSFCAG00000042402	ENSFCAT00000055577	ENSFCAT00000055577.1
P4HB	ENSFCAG00000029560	ENSFCAT00000022097	ENSFCAT00000022097.4
COG4	ENSFCAG00000009486	ENSFCAT00000009488	ENSFCAT00000009488.6
-	ENSFCAG00000052049	ENSFCAT00000076404	ENSFCAT00000076404.1
BEST2	ENSFCAG00000000470	ENSFCAT00000000470	ENSFCAT00000000470.5
-	ENSFCAG00000052938	ENSFCAT00000076081	ENSFCAT00000076081.1
-	ENSFCAG00000040640	ENSFCAT00000052007	ENSFCAT00000052007.1
-	ENSFCAG00000053342	ENSFCAT00000068445	ENSFCAT00000068445.1
STPG3	ENSFCAG00000028627	ENSFCAT00000024637	ENSFCAT00000024637.4
-	ENSFCAG00000045978	ENSFCAT00000074229	ENSFCAT00000074229.1
H1-1	ENSFCAG00000005962	ENSFCAT00000005964	ENSFCAT00000005964.4
-	ENSFCAG00000048388	ENSFCAT00000067327	ENSFCAT00000067327.1
PKP3	ENSFCAG00000007581	ENSFCAT00000077723	ENSFCAT00000077723.1
-	ENSFCAG00000041530	ENSFCAT00000060990	ENSFCAT00000060990.2
